STATE,PVH,PERNOTMVIT ,PERMVIT,PERSONS,DAY,MONTH,DAYofWEEK,MINUTE,NHS,RURorURB ,FUNCSYS,ROADOWNER,ROUTE,SPJUR,HARMEV,MANCOLL,RELJCT1,RELJCT2,TYPINT,WRKZONE,RELROAD,LGTCOND,WEATHER1,WEATHER2,WEATHER,SCHBUS,CF1,CF2,CF3,FATALS,Drunk Driver Involved,HOUR
5,0,0,2,2,4,10,5,58,0,1,7,2,4,0,12,1,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,20
5,0,1,1,1,28,10,1,1,1,2,1,1,1,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,21
5,0,0,2,2,8,11,5,59,0,1,3,1,3,0,12,2,0,1,1,0,1,1,10,0,10,0,0,0,0,1,0,9
5,0,0,1,1,7,11,4,30,0,1,7,2,6,0,30,0,0,1,1,0,4,4,1,0,1,0,0,0,0,1,0,6
5,0,0,3,3,11,11,1,10,1,2,1,1,1,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,3
5,0,1,1,1,2,9,1,29,0,2,7,3,6,0,8,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,18
5,0,0,1,1,1,9,7,30,1,1,3,1,2,0,1,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,6
5,0,1,1,1,12,11,2,0,0,2,3,1,3,0,8,0,0,1,1,0,1,2,2,0,2,0,0,0,0,1,0,18
5,0,0,2,2,12,11,2,15,0,1,3,1,3,0,24,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,1,15
5,0,0,2,2,14,11,4,25,0,2,3,1,3,1,12,6,0,1,1,0,1,2,4,0,4,0,0,0,0,1,0,18
5,0,0,2,2,14,11,4,40,1,2,3,1,2,0,42,0,0,1,1,4,4,2,10,0,10,0,0,0,0,2,1,21
5,0,1,2,2,17,11,7,50,0,2,4,1,3,0,8,0,0,1,1,0,1,3,1,0,1,0,0,0,0,1,0,17
5,0,0,1,1,15,11,5,0,1,1,1,1,1,0,42,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,0,5
5,0,1,0,0,29,10,2,10,0,2,7,3,6,0,8,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,14
5,0,0,2,2,9,9,1,30,1,1,3,1,2,0,1,0,0,1,1,0,4,2,1,0,1,0,0,0,0,2,0,0
5,0,0,5,5,19,11,2,5,1,2,3,1,2,0,12,6,0,2,3,0,1,1,10,0,10,0,0,0,0,1,0,15
5,0,0,1,1,19,11,2,28,1,1,1,1,1,0,42,0,0,1,1,0,4,2,10,5,5,0,0,0,0,1,1,2
5,0,0,5,5,19,11,2,4,0,1,4,1,2,0,12,2,0,1,1,0,1,1,10,0,10,0,0,0,0,2,1,12
5,0,0,1,1,12,11,2,3,0,1,3,1,3,0,59,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,1,14
5,0,1,1,1,20,11,3,14,1,1,3,1,2,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,5
5,0,0,1,1,19,11,2,10,0,1,7,2,4,0,34,0,0,1,1,0,4,1,1,0,1,0,2,0,0,1,0,11
5,0,0,1,1,27,11,3,31,0,2,5,3,6,0,24,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,0,8
5,0,0,3,3,26,11,2,12,1,2,1,1,1,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,20
5,0,0,2,2,10,9,2,5,0,2,7,3,6,0,12,6,0,8,1,0,1,1,1,0,1,0,0,0,0,1,0,13
5,0,1,2,2,20,11,3,45,1,2,3,1,2,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,22
5,0,0,4,4,26,11,2,25,0,1,4,1,2,0,12,11,0,1,1,0,1,2,1,0,1,0,0,0,0,2,0,5
5,0,0,1,1,21,11,4,20,0,1,4,1,3,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,16
5,0,0,2,2,18,9,3,40,0,1,5,1,3,0,1,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,16
5,0,0,4,4,30,11,6,47,0,1,3,1,2,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,6
5,0,0,1,1,30,11,6,28,0,1,5,1,3,0,1,0,0,1,1,0,5,2,5,0,5,0,0,0,0,1,0,5
5,0,0,1,1,15,9,7,34,0,1,7,2,4,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,13
5,0,0,2,2,1,9,7,2,1,2,3,1,2,0,12,6,0,2,2,0,1,1,1,0,1,0,0,0,0,1,0,18
5,0,1,2,2,1,12,7,27,0,1,4,1,3,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,6
5,0,0,2,2,27,11,3,45,0,1,3,1,2,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,13
5,0,0,4,4,3,12,2,29,1,1,3,1,2,0,11,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,18
5,0,0,2,2,18,9,3,14,1,2,1,1,1,0,12,1,0,1,1,0,1,1,1,0,1,0,19,0,0,1,0,10
5,0,0,1,1,23,9,1,23,0,1,7,2,4,0,42,0,0,1,1,0,4,2,8,0,8,0,0,0,0,1,1,21
5,0,0,1,1,8,12,7,35,1,2,3,1,3,0,42,0,0,1,1,0,4,4,2,0,2,0,0,0,0,1,0,6
5,0,0,3,3,17,12,2,18,1,1,3,1,2,0,12,6,0,2,2,0,1,2,5,0,5,0,0,0,0,1,0,6
5,0,0,2,2,26,9,4,32,1,2,3,1,2,0,12,1,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,19
5,0,0,1,1,15,12,7,35,1,2,1,1,1,0,42,0,0,1,1,0,4,2,10,0,10,0,0,0,0,1,1,2
5,0,0,6,6,21,10,1,19,0,2,3,1,3,0,12,6,0,2,3,0,1,3,1,0,1,0,0,0,0,1,0,0
5,0,0,4,4,10,12,2,1,1,2,1,1,1,0,24,0,0,1,1,0,4,1,1,0,1,0,0,0,0,3,1,8
5,0,0,2,2,15,10,2,5,1,2,3,1,2,0,12,6,0,8,1,0,1,1,1,0,1,0,0,0,0,1,0,17
5,0,1,3,3,3,12,2,23,1,2,1,1,1,0,8,0,1,17,1,0,1,2,1,0,1,0,27,0,0,1,0,18
5,0,0,2,2,12,12,4,30,0,1,3,1,3,0,42,0,0,1,1,0,4,2,10,0,10,0,0,0,0,1,1,19
5,0,0,1,1,25,3,1,4,0,2,7,3,6,0,43,0,0,3,3,0,5,1,1,0,1,0,0,0,0,1,1,17
5,0,0,2,2,24,2,7,35,1,1,3,1,3,0,43,0,0,1,1,0,5,6,1,0,1,0,0,0,0,1,0,23
5,0,0,4,4,6,12,5,57,0,1,5,1,3,0,12,2,0,1,1,0,1,1,10,0,10,0,0,0,0,1,0,7
5,0,0,1,1,30,10,3,0,0,1,4,1,3,0,52,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,17
5,0,1,1,1,8,10,2,0,0,1,4,1,2,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,0
5,0,1,1,1,30,11,6,55,1,2,3,3,6,0,8,0,0,8,1,0,1,2,2,0,2,0,0,0,0,1,0,20
5,0,0,2,2,13,12,5,51,0,1,3,1,2,0,12,6,0,3,3,0,1,1,10,2,2,0,0,0,0,1,0,15
5,0,1,1,1,22,12,7,0,1,2,3,1,2,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,20
5,0,0,2,2,22,12,7,14,0,1,3,1,3,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,15
5,0,0,3,3,28,12,6,25,0,1,6,1,3,0,42,0,0,1,1,0,4,2,1,0,1,0,0,0,0,2,1,20
5,0,0,5,5,4,10,5,0,0,1,7,2,4,0,34,0,0,3,4,0,4,1,1,0,1,0,2,0,0,2,0,18
5,0,0,2,2,9,12,1,11,1,1,3,1,2,0,12,2,0,2,3,0,1,2,10,0,10,0,19,0,0,1,0,19
5,0,0,2,2,13,12,5,55,1,1,3,1,2,0,12,2,0,1,1,0,1,2,10,0,10,0,0,0,0,1,0,5
5,0,0,2,2,26,12,4,44,1,1,1,1,1,0,12,2,0,1,1,0,1,1,2,0,2,0,0,0,0,2,0,8
5,0,0,2,2,31,12,2,13,1,1,3,1,2,0,12,6,0,1,1,0,1,1,10,0,10,0,27,0,0,1,0,12
5,0,1,3,3,22,12,7,32,1,2,1,1,1,0,8,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,11
5,0,0,2,2,21,12,6,15,0,2,3,1,2,0,24,0,0,3,3,0,4,2,1,0,1,0,0,0,0,1,0,21
5,0,0,1,1,30,12,1,0,1,1,3,1,2,0,42,0,0,1,1,0,4,6,1,0,1,0,0,0,0,1,1,4
5,0,0,6,6,5,11,2,26,0,1,7,2,4,0,12,2,0,1,1,0,1,4,10,0,10,0,0,0,0,1,0,5
5,0,0,1,1,19,11,2,16,0,1,7,2,4,0,42,0,0,1,1,0,4,2,10,0,10,0,0,0,0,1,1,1
5,0,0,5,5,6,10,7,19,0,1,7,2,4,0,1,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,1
5,0,0,6,6,13,10,7,20,0,1,3,1,3,0,12,2,0,1,1,0,1,1,10,2,2,0,0,0,0,1,1,14
5,0,0,3,3,26,10,6,3,0,2,3,1,2,0,12,6,0,2,3,0,1,1,1,0,1,0,0,0,0,1,0,13
5,0,0,5,5,14,11,4,25,0,2,3,1,3,0,12,1,0,1,1,0,1,3,4,0,4,0,0,0,0,1,1,18
5,0,0,1,1,3,11,7,45,1,2,3,1,2,0,21,0,0,1,1,0,4,3,1,0,1,0,0,0,0,1,1,2
5,0,0,2,2,24,11,7,48,1,2,3,1,3,0,12,6,0,8,1,0,1,1,10,0,10,0,0,0,0,1,0,16
5,0,1,2,2,11,11,1,19,0,2,5,1,7,0,9,0,0,1,1,0,1,6,1,0,1,0,0,0,0,1,0,18
5,0,0,7,7,6,11,3,26,0,1,3,1,3,0,12,8,0,1,1,0,1,2,10,5,5,0,14,0,0,1,0,6
5,0,0,1,1,12,11,2,30,0,1,7,2,4,0,23,0,0,1,1,0,4,2,2,0,2,0,0,0,0,1,0,17
5,0,0,2,2,21,11,4,50,0,2,7,3,6,0,12,6,0,2,3,0,1,3,1,0,1,0,0,0,0,1,0,17
5,0,0,2,2,4,12,3,54,1,1,3,1,2,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,22
5,0,0,6,6,31,12,2,22,0,1,4,1,3,0,12,2,0,1,1,0,1,1,10,2,2,0,0,0,0,1,0,12
5,0,0,1,1,16,12,1,16,0,1,5,1,3,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,15
5,0,0,47,47,3,12,2,40,1,1,1,1,1,0,59,0,1,5,1,0,4,2,1,0,1,0,0,0,0,1,0,2
5,0,0,4,4,5,12,4,45,1,2,3,1,3,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,15
5,0,1,2,2,8,12,7,40,0,1,7,2,4,0,8,0,0,1,1,0,1,2,2,0,2,0,0,0,0,1,0,19
5,0,0,2,2,3,11,7,27,1,2,3,1,3,0,12,6,0,3,2,0,1,6,1,0,1,0,0,0,0,1,1,1
5,0,0,1,1,20,12,5,55,0,1,7,2,4,0,30,0,0,1,1,0,4,6,1,0,1,0,0,0,0,1,0,23
5,0,1,1,1,20,12,5,32,0,2,3,1,2,0,8,0,0,1,1,0,1,3,2,0,2,0,0,0,0,1,0,19
5,0,0,2,2,20,6,4,28,0,1,6,2,4,0,34,0,0,1,1,0,4,1,2,0,2,0,0,0,0,1,0,18
5,0,0,3,3,3,8,6,38,1,2,3,1,2,0,12,6,0,2,98,0,1,1,1,0,1,0,0,0,0,2,0,14
5,0,0,1,1,12,8,1,18,1,2,1,1,1,0,25,0,1,5,1,0,4,2,1,0,1,0,20,0,0,1,1,2
5,0,0,1,1,19,8,1,34,0,2,4,1,3,0,33,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,17
5,0,0,1,1,31,12,2,27,0,1,5,1,3,0,32,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,16
5,0,1,1,1,1,10,2,20,0,2,4,1,3,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,20
5,0,0,2,2,1,1,2,35,0,1,5,1,3,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,21
5,0,0,2,2,10,1,4,0,0,2,7,3,6,0,12,2,0,1,1,0,1,2,10,2,2,0,0,0,0,1,1,21
5,0,0,4,4,13,3,3,0,0,1,7,3,6,0,12,8,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,17
5,0,0,2,2,27,3,3,8,1,2,3,1,2,0,12,6,0,2,3,0,1,1,10,2,2,0,0,0,0,1,0,7
5,0,0,2,2,31,3,7,25,0,1,7,2,4,0,35,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,1,18
5,0,1,1,1,14,5,2,40,0,2,2,1,7,0,8,0,0,1,1,0,99,2,1,0,1,0,0,0,0,1,0,20
5,0,2,1,1,20,5,1,1,0,2,7,4,6,0,8,0,0,1,1,0,2,5,2,10,2,0,0,0,0,1,1,20
5,0,0,2,2,26,5,7,20,0,1,7,2,9,0,35,0,0,1,1,0,4,4,1,0,1,0,0,0,0,1,1,6
5,0,0,3,3,30,5,4,24,0,2,4,1,3,0,12,6,0,3,2,0,1,1,1,0,1,0,0,0,0,1,0,11
5,0,0,2,2,22,7,1,32,0,2,4,1,7,0,24,0,0,1,1,0,4,3,1,0,1,0,0,0,0,1,0,4
5,0,1,3,3,19,7,5,20,1,2,3,1,2,0,8,0,0,1,1,0,1,2,1,0,1,0,14,0,0,1,0,21
5,0,1,1,1,17,8,6,25,1,2,3,1,2,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,22
5,0,0,2,2,25,8,7,0,0,2,4,3,6,0,12,6,0,2,2,0,1,1,1,0,1,0,28,0,0,1,0,15
5,0,0,4,4,5,9,4,8,1,1,3,60,2,0,12,6,1,2,2,0,1,1,1,0,1,0,0,0,0,1,0,15
5,0,0,3,3,25,8,7,13,0,2,7,3,6,0,12,6,0,2,3,0,1,1,1,0,1,0,0,0,0,1,0,12
5,0,0,2,2,19,9,4,9,1,2,1,1,1,0,1,0,0,5,1,0,4,1,1,0,1,0,0,0,0,1,0,17
5,0,1,1,1,31,10,4,15,0,2,7,4,6,0,8,0,0,2,3,0,1,3,2,0,2,0,0,0,0,1,0,23
5,0,1,1,1,25,10,5,38,0,2,5,1,7,0,8,0,0,1,1,0,1,2,2,0,2,0,0,0,0,1,0,20
5,0,1,1,1,3,12,2,20,1,2,1,1,1,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,2
5,0,0,2,2,19,1,6,27,0,1,4,1,3,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,8
5,0,1,1,1,14,2,4,20,0,2,7,3,6,0,8,0,0,2,2,0,1,2,1,0,1,0,0,0,0,1,0,19
5,0,0,1,1,18,2,1,26,0,1,7,2,4,0,42,0,0,1,1,0,4,2,5,2,2,0,3,2,0,1,0,18
5,0,0,1,1,28,2,4,0,1,1,3,1,2,0,1,0,0,1,1,0,5,2,2,0,2,0,2,0,0,1,1,0
5,0,0,2,2,1,9,7,28,0,1,7,4,6,0,42,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,0,16
5,0,0,3,3,26,5,7,0,0,1,7,2,4,0,42,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,19
5,0,0,1,1,10,12,2,15,0,2,7,4,6,0,5,0,0,1,1,0,2,1,1,0,1,0,0,0,0,1,0,13
6,0,0,2,2,7,1,1,24,1,1,2,1,3,0,35,0,0,1,1,0,4,1,1,0,1,0,0,0,0,2,0,7
6,0,0,3,3,11,1,5,25,0,1,4,1,3,0,12,2,0,3,3,0,2,1,1,0,1,0,0,0,0,2,0,8
6,0,0,2,2,4,1,5,20,0,2,5,98,9,0,12,6,0,2,2,0,1,5,1,0,1,0,0,0,0,1,0,17
6,0,0,3,3,20,1,7,17,1,2,1,1,1,0,12,1,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,22
6,0,0,1,1,9,1,3,15,0,2,7,98,9,0,18,0,0,1,1,0,1,3,10,0,10,0,0,0,0,1,0,20
6,0,1,1,1,4,1,5,25,1,2,1,1,1,0,8,0,0,1,1,0,1,3,1,0,1,0,0,0,0,1,0,17
6,0,0,1,1,6,1,7,18,0,1,2,1,3,0,35,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,9
6,0,0,2,2,13,1,7,9,1,2,3,98,9,0,12,6,0,2,2,0,1,1,10,0,10,0,0,0,0,1,0,11
6,0,0,2,2,20,1,7,34,1,2,3,1,2,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,15
6,0,1,1,1,17,1,4,37,0,2,5,98,9,0,8,0,0,1,1,0,1,2,2,0,2,0,0,0,0,1,0,19
6,0,0,2,2,31,1,4,55,0,1,5,98,9,0,12,6,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,15
6,0,0,3,3,1,1,2,8,1,1,3,1,3,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,2
6,0,0,1,1,13,1,7,3,1,2,1,1,1,0,42,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,1,18
6,0,0,3,3,21,1,1,38,0,1,5,98,9,0,12,6,0,2,2,0,1,3,1,0,1,0,0,0,0,1,1,1
6,0,0,3,3,25,1,5,45,0,2,6,98,6,0,12,2,0,1,1,0,1,2,10,0,10,0,0,0,0,1,0,6
6,0,0,3,3,2,1,3,5,1,1,3,1,2,0,12,6,0,2,2,0,1,1,1,0,1,0,0,0,0,1,0,15
6,0,1,1,1,1,1,2,50,1,2,1,1,1,0,8,0,1,20,1,0,1,2,5,10,5,0,0,0,0,1,0,3
6,0,0,1,1,22,1,2,99,1,1,3,98,3,0,35,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,0,99
6,0,0,1,1,1,1,2,5,1,2,1,1,1,0,38,0,0,1,1,0,5,2,1,0,1,0,0,0,0,1,0,2
6,0,1,1,1,2,1,3,19,1,1,1,1,1,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,5
6,0,0,3,3,5,1,6,38,0,1,5,98,9,0,12,6,0,2,3,0,1,1,1,0,1,0,14,0,0,1,0,7
6,0,0,1,1,22,1,2,55,0,1,5,98,9,0,1,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,0,19
6,0,0,1,1,4,1,5,30,1,2,2,1,3,0,1,0,0,1,1,0,4,1,2,0,2,0,0,0,0,1,0,14
6,0,0,4,4,19,1,6,47,0,1,2,1,3,0,12,2,0,1,1,0,1,1,10,0,10,0,14,0,0,1,0,13
6,0,0,1,1,14,1,1,15,1,2,1,1,1,0,30,0,0,1,1,0,4,3,1,0,1,0,0,0,0,1,1,21
6,0,0,1,1,25,1,5,45,1,2,1,1,1,0,42,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,10
6,0,1,3,3,13,1,7,0,1,2,3,1,3,0,8,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,17
6,0,0,2,2,3,1,4,52,1,2,2,1,3,0,12,2,0,1,1,0,1,1,10,0,10,0,0,0,0,1,0,13
6,0,0,3,3,1,2,5,35,0,1,6,98,6,0,12,6,0,2,3,0,1,1,1,0,1,0,0,0,0,1,1,14
6,0,0,2,2,9,1,3,3,1,2,1,1,1,0,24,0,0,1,1,0,3,5,1,0,1,0,0,0,0,1,1,17
6,0,0,4,4,4,2,1,30,0,2,6,98,6,0,12,2,0,1,1,0,1,1,1,0,1,0,0,0,0,2,0,15
6,0,0,2,2,3,2,7,20,0,1,7,98,6,0,35,0,0,1,1,0,4,2,10,0,10,0,0,0,0,1,1,1
6,0,1,7,7,1,1,2,55,1,2,1,1,1,0,8,0,0,1,1,0,1,3,1,0,1,0,0,0,0,1,0,0
6,0,0,1,1,20,1,7,99,0,2,5,98,9,0,1,0,0,1,1,0,4,3,10,0,10,0,0,0,0,1,1,99
6,0,0,6,6,7,1,1,32,1,1,1,1,1,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,6,1,0
6,0,1,2,2,1,1,2,57,1,2,1,1,1,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,23
6,0,1,1,1,5,1,6,15,0,1,4,98,9,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,18
6,0,0,1,1,16,1,3,20,0,1,7,98,9,0,1,0,0,1,1,0,4,5,1,0,1,0,0,0,0,1,0,17
6,0,0,3,3,3,2,7,0,0,1,2,1,3,0,12,6,0,2,2,0,1,3,1,0,1,0,0,0,0,2,0,22
6,0,0,1,1,9,1,3,0,1,1,3,1,3,0,17,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,17
6,0,0,2,2,24,1,4,16,0,1,5,98,9,0,38,0,0,1,1,0,5,2,1,0,1,0,0,0,0,2,1,2
6,0,1,1,1,8,1,2,18,0,1,2,1,3,0,12,6,0,1,1,0,1,2,10,0,10,0,15,0,0,1,0,19
6,0,0,2,2,1,1,2,35,0,1,3,2,9,0,43,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,1,7
6,0,0,1,1,1,1,2,13,1,2,1,1,1,0,39,0,0,5,1,0,4,1,10,0,10,0,0,0,0,1,1,9
6,0,0,3,3,3,1,4,0,0,1,3,1,3,0,12,2,0,1,1,0,2,4,1,0,1,0,0,0,0,1,0,7
6,0,0,3,3,12,1,6,35,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,9
6,0,0,1,1,30,1,3,55,0,1,5,98,9,0,53,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,0,19
6,0,1,1,1,4,1,5,53,1,2,2,1,3,0,8,0,0,20,1,0,1,3,1,0,1,0,0,0,0,1,0,5
6,0,0,2,2,17,1,4,50,0,2,7,98,9,0,5,0,0,8,1,0,1,1,1,0,1,0,14,0,0,1,0,14
6,0,0,3,3,6,1,7,50,1,2,1,1,1,0,35,0,0,1,1,0,4,2,10,0,10,0,0,0,0,2,1,20
6,0,0,1,1,8,1,2,50,0,1,3,98,9,0,42,0,0,1,1,0,4,1,10,2,2,0,0,0,0,1,0,11
6,0,0,1,1,16,1,3,45,0,1,3,98,9,0,42,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,0,23
6,0,0,1,1,1,2,5,99,1,1,2,1,3,0,35,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,1,99
6,0,0,3,3,12,1,6,49,0,1,3,1,3,0,12,2,0,2,3,0,1,2,1,0,1,0,0,0,0,1,0,17
6,0,0,2,2,3,1,4,5,1,2,1,1,1,0,33,0,1,5,1,0,4,1,10,0,10,0,0,0,0,1,0,10
6,0,0,3,3,5,1,6,50,1,1,3,1,3,0,12,8,0,1,1,0,1,2,10,0,10,0,0,0,0,1,0,5
6,0,1,1,1,20,1,7,58,1,2,1,1,1,0,8,0,0,1,1,0,1,2,10,0,10,0,0,0,0,1,0,5
6,0,2,2,2,15,1,2,7,1,2,1,1,1,0,8,0,0,1,1,0,1,2,1,0,1,0,23,0,0,2,0,19
6,0,0,4,4,1,1,2,39,1,2,1,1,1,0,12,6,0,1,1,0,1,2,1,0,1,0,19,0,0,1,1,5
6,0,0,1,1,2,1,3,45,0,1,7,98,9,3,1,0,0,1,1,0,5,2,1,0,1,0,24,0,0,1,0,2
6,0,0,1,1,26,1,6,5,0,1,2,1,3,0,17,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,0,19
6,0,1,1,1,1,1,2,11,0,2,4,98,9,0,9,0,0,1,1,0,2,2,1,0,1,0,0,0,0,1,0,1
6,0,0,1,1,20,1,7,99,0,1,6,98,6,0,59,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,1,99
6,0,0,1,1,11,1,5,50,1,2,1,1,1,0,1,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,1,1
6,0,1,2,2,20,1,7,25,0,2,3,98,9,0,9,0,0,2,2,0,1,3,1,0,1,0,0,0,0,1,0,20
6,0,0,3,3,16,1,3,2,0,1,4,1,3,0,12,6,0,8,1,0,1,1,10,0,10,0,0,0,0,2,0,10
6,0,1,1,1,3,1,4,15,0,2,3,1,3,0,8,0,0,1,1,0,1,2,10,0,10,0,0,0,0,1,0,20
6,0,0,1,1,6,1,7,99,1,2,2,1,2,0,42,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,1,99
6,0,0,1,1,9,1,3,50,1,2,1,1,1,0,25,0,0,1,1,0,3,3,2,0,2,0,0,0,0,1,0,3
6,0,0,1,1,2,1,3,20,1,1,1,1,1,0,24,0,0,1,1,0,3,2,10,0,10,0,0,0,0,1,0,23
6,0,0,3,3,4,1,5,55,0,1,3,98,9,0,12,6,0,2,2,0,1,1,1,0,1,0,0,0,0,1,0,15
6,0,0,2,2,22,1,2,10,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,15
6,0,1,5,5,5,1,6,35,0,1,4,98,9,0,8,0,0,1,1,0,1,2,10,0,10,0,0,0,0,1,0,17
6,0,1,1,1,1,2,5,10,1,2,3,98,9,0,8,0,0,3,2,0,1,5,1,0,1,0,0,0,0,1,0,18
6,0,0,1,1,24,1,4,30,1,1,2,1,2,0,33,0,0,1,1,0,4,2,10,0,10,0,0,0,0,1,0,19
6,0,0,3,3,4,2,1,20,0,1,4,98,9,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,23
6,0,0,1,1,2,2,6,30,1,2,3,98,6,0,35,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,8
6,0,0,2,2,24,1,4,0,1,1,3,1,3,0,42,0,0,1,1,0,4,2,10,5,5,0,0,0,0,1,0,1
6,0,0,1,1,7,1,1,40,0,1,5,98,9,0,38,0,0,1,1,0,5,2,1,0,1,0,0,0,0,1,1,22
6,0,0,2,2,18,1,5,30,0,1,2,1,3,0,12,2,0,1,1,0,1,1,10,5,5,0,0,0,0,1,0,8
6,0,1,1,1,4,1,5,30,1,2,1,1,1,0,8,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,21
6,0,0,1,1,15,1,2,35,0,1,7,98,9,0,1,0,0,1,1,0,4,1,10,0,10,0,0,0,0,1,0,14
6,0,0,3,3,10,1,4,40,1,2,3,98,9,0,12,1,0,1,1,0,1,3,10,0,10,0,14,0,0,1,0,21
6,0,0,2,2,7,1,1,0,0,1,4,1,3,0,43,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,1,20
6,0,0,1,1,28,1,1,18,1,2,1,1,1,0,24,0,0,1,1,0,3,2,1,0,1,0,0,0,0,1,1,3
6,0,0,3,3,13,1,7,0,1,1,3,1,3,0,12,2,0,1,1,0,1,2,1,0,1,0,0,0,0,2,1,6
6,0,0,3,3,10,1,4,45,1,2,3,1,3,0,12,6,0,2,2,0,1,3,1,0,1,0,0,0,0,1,0,19
6,0,0,2,2,12,2,2,36,0,2,2,1,3,0,5,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,4
6,0,0,6,6,13,2,3,45,0,1,5,98,9,0,59,0,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,8
6,0,0,4,4,22,2,5,50,0,2,5,98,9,0,12,6,0,2,3,0,1,3,1,0,1,0,0,0,0,2,1,0
6,0,1,1,1,20,2,3,44,0,2,3,98,3,0,8,0,0,1,1,0,1,2,1,0,1,0,19,0,0,1,0,5
