STATE,PVH,PERMVIT,PERSONS,DAY,MONTH,DAYofWEEK,NHS,Rur_Urb,FUNC_SYS,RD_OWNER,ROUTE,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,WEATHER1,CF1,CF2,CF3,FATALS,MinutesOfDay,Drunk Driver Involved
12,0,2,2,15,1,2,1,2,1,1,1,1,0,1,1,4,1,1,0,0,0,1,2,0
12,0,2,2,8,2,5,0,2,3,1,3,3,0,2,3,0,1,10,0,0,0,1,4,0
12,0,1,1,5,2,2,0,2,5,81,6,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,2,2,27,1,7,0,1,4,1,4,3,1,2,2,0,1,1,0,0,0,1,3,0
12,0,1,1,8,2,5,1,2,1,1,1,0,0,1,1,0,4,1,0,0,0,1,3,0
12,0,2,2,7,2,4,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,1,2,5,1,2,3,1,3,0,0,1,1,0,4,1,0,0,0,1,5,0
12,0,1,1,3,2,7,1,2,3,1,2,0,0,3,2,0,1,1,0,0,0,1,1,0
12,0,1,1,7,1,1,0,1,4,81,4,0,0,1,1,0,4,1,0,0,0,1,2,1
12,0,1,1,20,1,7,0,1,4,1,8,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,7,2,4,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,4,4,13,1,7,0,2,4,81,8,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,1,1,2,2,6,1,2,3,1,3,0,0,1,1,0,3,1,0,0,0,1,4,1
12,0,1,1,12,2,2,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,10,1,4,0,1,7,81,8,0,0,1,1,0,4,5,0,0,0,1,1,1
12,0,1,1,5,2,2,0,2,7,2,6,0,0,1,1,0,4,1,0,0,0,1,5,0
12,0,1,1,8,2,5,1,1,3,1,3,0,0,1,1,0,2,1,0,0,0,1,2,0
12,0,1,1,13,1,7,1,2,3,1,3,0,0,3,2,0,1,1,0,0,0,1,1,0
12,0,1,1,6,2,3,1,2,3,1,2,0,0,1,1,0,5,1,0,0,0,1,3,1
12,0,5,5,7,1,1,1,2,3,1,3,3,0,2,3,0,1,1,0,0,0,1,3,0
12,0,2,2,8,2,5,1,2,3,1,3,0,0,3,3,0,1,1,0,0,0,1,1,1
12,0,5,5,6,2,3,1,1,3,1,2,3,0,2,2,0,1,1,0,0,0,1,4,0
12,0,4,4,26,1,6,0,1,7,81,8,0,0,1,1,0,6,1,0,0,0,1,4,0
12,0,1,1,17,1,4,0,2,4,81,6,0,0,1,1,0,6,1,0,0,0,1,2,0
12,0,1,1,2,2,6,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,1,1,13,2,3,1,2,3,1,3,0,0,1,1,0,3,1,0,0,0,1,3,0
12,0,1,1,2,2,6,0,2,5,81,6,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,3,3,9,2,6,0,2,4,81,6,3,0,1,1,0,1,1,0,0,0,1,1,1
12,0,2,2,15,2,5,0,2,4,81,6,0,0,1,1,0,4,5,0,0,0,1,1,1
12,0,2,2,26,1,6,0,1,4,1,4,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,2,2,9,2,6,0,2,4,81,4,2,0,3,3,0,1,1,0,0,0,1,2,0
12,0,4,4,14,2,4,1,2,3,1,2,3,0,2,2,0,1,1,0,0,0,2,1,0
12,0,1,1,11,2,1,1,2,3,1,2,0,0,2,2,0,1,1,0,0,0,1,1,0
12,0,1,1,12,2,2,0,1,5,81,4,0,0,1,1,0,4,2,0,0,0,1,5,1
12,1,2,3,8,2,5,1,2,1,1,1,4,1,11,1,0,1,5,0,0,0,1,1,0
12,2,1,1,9,2,6,1,2,2,1,3,0,0,1,1,0,2,10,23,19,0,2,2,0
12,0,2,2,12,2,2,1,2,3,1,3,1,0,1,1,0,1,2,0,0,0,1,2,0
12,0,2,2,8,2,5,1,2,1,1,1,3,1,2,3,0,1,5,0,0,0,1,2,0
12,0,3,3,9,2,6,0,2,5,1,3,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,1,1,2,1,2,3,1,2,0,0,2,3,0,1,2,0,0,0,1,4,0
12,0,2,2,23,1,3,0,2,4,81,4,3,0,2,2,0,1,10,0,0,0,1,3,0
12,0,4,4,31,1,4,1,1,3,1,2,5,0,1,1,0,1,1,14,0,0,1,4,0
12,0,1,1,10,2,7,1,2,3,1,2,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,3,3,7,2,4,1,2,3,1,2,3,0,2,2,0,1,1,0,0,0,1,3,0
12,0,1,1,13,2,3,0,2,4,1,3,0,0,3,3,0,1,1,0,0,0,1,2,0
12,0,3,3,8,2,5,1,2,3,1,3,3,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,8,2,5,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,2,2,13,2,3,0,1,6,81,4,0,0,1,1,0,4,10,0,0,0,1,2,0
12,0,2,2,16,2,6,1,2,3,1,2,3,0,2,2,0,1,1,0,0,0,1,2,0
12,0,1,1,14,2,4,0,2,4,81,6,0,0,8,1,0,1,1,0,0,0,1,2,0
12,0,1,1,16,2,6,0,2,4,81,4,0,0,2,3,0,1,1,0,0,0,1,4,0
12,0,1,1,4,2,1,1,2,1,1,1,0,1,3,2,0,4,10,0,0,0,1,2,1
12,0,1,1,6,2,3,0,1,4,1,3,0,0,1,1,0,4,1,0,0,0,1,2,0
12,0,3,3,31,1,4,1,1,1,1,1,4,0,1,1,0,1,1,0,0,0,1,4,0
12,0,2,2,2,2,6,0,2,6,81,5,3,0,2,3,0,1,1,0,0,0,1,2,1
12,0,2,2,15,2,5,0,1,7,81,8,0,1,8,1,0,1,10,0,0,0,1,2,0
12,0,4,4,23,1,3,1,2,3,1,2,3,0,2,2,0,1,1,0,0,0,1,5,0
12,0,1,1,18,2,1,0,2,4,1,3,0,0,3,2,0,4,1,0,0,0,1,1,1
12,0,1,1,15,2,5,1,2,3,1,2,0,0,1,1,0,1,10,0,0,0,1,1,0
12,0,1,1,15,2,5,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,3,0
12,0,1,1,2,2,6,1,2,2,1,3,0,0,1,1,0,4,1,0,0,0,1,3,0
12,0,2,2,9,2,6,1,2,3,1,2,3,0,8,1,0,1,10,0,0,0,1,4,0
12,0,2,2,18,2,1,1,1,3,1,3,0,0,1,1,0,5,1,0,0,0,1,1,1
12,0,3,3,14,2,4,1,1,3,1,3,3,0,2,3,0,1,1,0,0,0,1,4,0
12,0,2,2,10,2,7,0,1,7,81,4,0,0,1,1,0,1,1,0,0,0,1,3,0
12,0,1,1,27,1,7,1,2,3,1,3,0,1,3,2,0,1,1,0,0,0,1,4,0
12,0,1,1,29,1,2,1,2,3,1,3,0,0,2,3,0,1,10,0,0,0,1,2,0
12,0,2,2,17,2,7,0,2,5,81,4,3,0,2,2,0,1,5,0,0,0,1,2,0
12,0,1,1,20,2,3,1,1,3,1,2,0,0,1,1,0,4,1,0,0,0,1,4,0
12,0,1,1,8,2,5,1,2,3,1,3,0,1,11,1,0,1,1,0,0,0,1,1,0
12,0,2,2,16,2,6,0,2,4,1,3,3,0,2,2,0,1,1,0,0,0,1,5,0
12,0,1,1,11,2,1,1,1,3,1,3,0,0,1,1,0,4,10,0,0,0,1,4,0
12,0,1,1,21,2,4,1,2,1,1,1,0,0,1,1,0,4,1,0,0,0,1,3,0
12,0,1,1,28,1,1,1,2,1,1,1,0,1,12,1,0,4,1,0,0,0,1,1,0
12,0,1,1,20,2,3,0,2,4,1,3,0,1,3,2,0,1,1,0,0,0,1,5,0
12,0,1,1,16,2,6,1,2,3,1,2,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,3,3,14,2,4,1,2,3,1,3,1,0,1,1,0,1,1,0,0,0,1,1,1
12,0,1,1,12,2,2,0,2,5,81,8,0,0,1,1,0,4,2,0,0,0,1,1,1
12,0,2,2,12,2,2,1,2,3,1,3,3,0,2,2,0,1,1,0,0,0,1,2,0
12,0,2,2,11,2,1,1,2,1,1,1,0,0,1,1,0,5,1,0,0,0,1,5,0
12,0,2,2,14,2,4,1,2,3,1,2,3,0,8,1,0,1,10,0,0,0,1,2,0
12,0,2,2,21,2,4,0,2,4,81,4,2,0,1,1,0,1,1,0,0,0,1,3,1
12,0,2,2,20,1,7,0,2,7,1,6,1,1,2,3,0,1,1,0,0,0,1,1,1
12,0,1,1,23,2,6,0,2,4,1,3,0,0,1,1,0,4,1,0,0,0,1,1,1
12,0,1,1,19,2,2,0,1,7,81,8,0,0,1,1,0,4,1,0,0,0,1,3,1
12,0,2,2,9,2,6,1,1,3,1,3,1,0,1,1,0,1,10,0,0,0,1,1,0
12,0,2,2,18,2,1,1,2,3,1,3,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,2,2,14,2,4,1,1,3,1,3,3,0,2,3,0,1,1,0,0,0,1,4,0
12,0,3,3,24,2,7,0,2,4,81,8,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,21,2,4,0,2,4,1,3,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,1,1,7,1,1,0,2,4,81,4,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,1,1,12,1,6,0,2,4,1,3,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,1,1,14,1,1,1,2,3,1,3,0,0,3,2,0,1,1,0,0,0,1,3,0
12,0,1,1,11,1,5,0,2,6,81,6,0,0,1,1,0,6,1,0,0,0,1,3,0
12,0,1,1,14,1,1,3,3,8,81,9,0,0,3,6,0,4,1,0,0,0,1,2,0
12,0,1,1,17,1,4,3,3,8,81,9,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,13,1,7,1,2,3,1,3,0,0,2,2,0,1,1,0,0,0,2,1,1
12,0,2,2,5,2,2,0,1,7,81,8,0,0,8,1,0,1,1,0,0,0,1,2,0
12,0,2,2,31,1,4,0,2,3,1,3,2,0,2,2,0,1,1,0,0,0,1,3,0
12,0,2,2,31,1,4,0,2,4,1,2,3,0,2,2,0,1,1,0,0,0,1,2,0
12,0,7,7,31,1,4,1,2,3,1,2,1,0,1,1,0,1,1,0,0,0,1,4,0
12,0,4,4,6,2,3,1,1,3,1,3,2,0,1,1,0,1,1,0,0,0,2,4,1
12,0,1,1,21,1,1,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,3,0
12,0,4,4,15,2,5,1,2,3,1,3,2,0,2,2,4,1,1,0,0,0,1,1,0
12,0,1,1,21,2,4,1,2,3,1,2,0,0,1,1,0,4,10,0,0,0,1,1,1
12,0,1,1,16,2,6,0,2,7,81,6,0,0,2,2,0,1,1,0,0,0,1,5,0
12,0,2,2,13,2,3,0,2,4,1,4,3,1,2,3,0,1,1,0,0,0,1,5,0
12,0,1,1,14,2,4,0,2,6,81,4,0,0,1,1,0,1,1,0,0,0,1,3,0
12,0,5,5,18,2,1,0,2,3,1,3,3,0,2,2,0,1,1,0,0,0,1,1,0
12,0,3,3,17,2,7,1,2,1,1,1,1,0,1,1,0,1,10,0,0,0,1,2,0
12,0,1,1,9,2,6,1,2,3,1,3,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,1,1,12,2,2,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,4,4,24,2,7,1,2,3,1,3,4,0,2,3,0,1,1,14,0,0,1,1,0
12,0,1,1,26,2,2,0,2,4,1,3,0,0,1,1,0,6,5,0,0,0,1,2,0
12,0,3,3,7,2,4,0,2,4,81,4,3,0,2,3,0,1,1,0,0,0,1,4,0
12,0,6,6,16,2,6,1,1,3,1,3,1,0,3,3,0,1,1,0,0,0,2,5,0
12,0,1,1,18,2,1,1,1,3,1,3,0,0,1,1,0,4,10,0,0,0,1,2,0
12,0,3,3,24,2,7,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,2,2,21,2,4,1,2,3,1,2,3,0,2,3,0,1,1,0,0,0,1,4,0
12,0,3,3,4,2,1,0,2,4,81,8,3,0,1,1,0,1,10,0,0,0,1,2,0
12,0,2,2,21,2,4,1,2,3,1,2,0,0,1,1,0,4,10,0,0,0,1,5,1
12,0,1,1,11,2,1,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,5,5,25,2,1,0,2,4,81,8,2,0,2,3,0,1,1,0,0,0,1,1,0
12,0,2,2,27,2,3,0,2,5,81,4,1,0,3,3,0,1,1,0,0,0,1,2,0
12,0,1,1,4,2,1,0,2,5,81,8,0,0,3,3,0,4,2,0,0,0,1,4,1
12,0,2,2,26,2,2,0,2,7,81,6,3,0,2,2,0,1,1,0,0,0,1,2,0
12,0,2,2,28,2,4,0,2,5,81,6,0,0,1,1,0,4,10,0,0,0,1,2,0
12,0,2,2,19,2,2,1,2,1,1,1,1,0,1,1,0,1,1,19,0,0,1,1,1
12,0,3,3,24,2,7,0,2,4,1,3,2,0,1,1,0,1,1,0,0,0,1,1,1
12,0,1,1,28,2,4,0,2,4,1,3,0,0,2,3,0,1,1,0,0,0,1,3,0
12,0,6,6,23,2,6,1,2,3,1,2,3,0,2,2,0,1,10,0,0,0,1,4,0
12,0,4,4,23,2,6,1,2,3,1,2,4,0,1,1,0,1,1,0,0,0,1,5,0
12,0,3,3,25,2,1,1,1,3,1,3,3,0,1,1,0,1,1,0,0,0,1,3,1
12,0,3,3,12,2,2,0,1,4,81,4,2,0,1,1,0,1,10,0,0,0,1,3,0
12,0,2,2,26,2,2,1,2,1,1,1,3,0,1,1,0,1,1,0,0,0,1,3,0
12,0,3,3,23,2,6,1,1,3,1,3,3,0,2,3,0,1,1,0,0,0,1,2,0
12,0,5,5,22,2,5,0,2,5,81,6,0,0,1,1,0,4,1,0,0,0,2,3,0
12,0,3,3,22,1,2,0,2,4,81,4,3,0,2,2,0,1,1,0,0,0,1,2,0
12,0,1,1,16,2,6,1,2,3,1,3,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,2,2,14,2,4,1,1,3,1,2,1,0,1,1,0,1,1,0,0,0,1,5,0
12,0,5,5,1,1,2,1,2,3,1,3,3,0,2,2,0,1,1,0,0,0,1,1,1
12,0,1,1,12,2,2,1,1,3,1,3,0,0,1,1,0,1,10,0,0,0,1,4,0
12,0,3,3,2,3,6,1,2,1,1,1,0,0,1,1,0,4,1,0,0,0,1,1,0
12,0,2,2,4,3,1,0,2,7,81,6,2,1,2,2,0,1,1,0,0,0,1,1,1
12,0,2,2,10,2,7,1,1,1,1,1,0,0,1,1,0,3,1,0,0,0,1,1,1
12,0,1,1,25,2,1,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,3,3,10,2,7,0,2,5,81,4,3,1,2,3,0,1,10,0,0,0,1,3,0
12,0,3,3,4,3,1,0,2,4,1,3,3,0,2,3,0,1,1,0,0,0,1,3,0
12,0,4,4,2,3,6,0,2,4,81,6,3,0,2,3,0,1,1,0,0,0,1,4,0
12,0,2,2,20,2,3,1,2,3,1,2,1,0,3,3,0,1,10,0,0,0,1,4,0
12,0,1,1,17,2,7,1,1,3,1,2,0,0,1,1,0,3,1,0,0,0,1,5,0
12,0,1,1,12,2,2,1,2,2,1,3,0,0,1,1,0,4,1,0,0,0,1,5,0
12,0,1,1,26,2,2,1,1,1,1,1,0,0,1,1,0,8,1,0,0,0,1,1,0
12,0,2,2,3,3,7,0,1,4,1,3,2,0,1,1,0,1,1,0,0,0,2,2,0
12,0,3,3,24,2,7,0,1,6,81,4,3,0,3,2,0,1,1,0,0,0,1,5,0
12,0,5,5,14,2,4,0,2,6,81,8,3,0,2,2,0,1,1,0,0,0,1,3,0
12,0,12,12,17,2,7,0,1,4,1,3,5,0,1,1,0,1,1,14,0,0,2,2,0
12,0,5,5,25,2,1,1,1,1,1,1,3,0,1,1,0,1,1,0,0,0,1,3,0
12,0,1,1,27,2,3,0,2,7,81,6,0,0,1,1,0,5,1,0,0,0,1,1,0
12,0,1,1,23,2,6,1,2,3,1,2,0,0,3,2,0,1,2,0,0,0,1,1,0
12,0,2,2,28,2,4,0,2,7,81,6,0,0,1,1,0,3,1,0,0,0,1,1,0
12,0,1,1,28,2,4,0,2,4,1,3,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,2,3,6,1,2,3,1,3,0,0,2,3,0,1,1,0,0,0,1,5,1
12,0,2,2,5,3,2,0,2,7,81,6,3,0,2,3,0,1,1,0,0,0,1,2,0
12,0,1,1,26,2,2,0,1,7,81,8,0,0,1,1,0,4,1,0,0,0,1,4,1
12,0,1,1,16,2,6,0,1,5,81,4,0,0,1,1,0,4,1,0,0,0,1,1,1
12,0,2,2,21,2,4,0,1,5,81,4,0,0,1,1,0,4,1,0,0,0,1,5,1
12,0,1,1,28,2,4,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,2,2,1,3,5,1,1,1,1,1,0,0,1,1,0,1,2,0,0,0,1,1,0
12,0,6,6,3,3,7,1,2,3,1,3,3,0,2,2,0,1,1,0,0,0,1,5,0
12,0,1,1,1,3,5,0,2,7,81,6,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,3,3,15,2,5,0,2,4,1,3,3,0,2,3,0,1,1,0,0,0,1,4,0
12,0,3,3,10,2,7,3,3,8,81,9,3,0,2,2,0,1,1,0,0,0,1,4,0
12,0,1,1,16,2,6,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,2,2,20,2,3,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,22,2,5,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,25,2,1,3,3,8,81,9,2,0,2,2,0,1,1,0,0,0,1,3,0
12,0,1,1,1,3,5,0,2,4,81,6,0,0,3,3,0,1,1,0,0,0,1,5,0
12,0,4,4,4,3,1,0,2,4,81,4,4,0,1,1,0,1,10,0,0,0,1,4,0
12,0,1,1,26,2,2,0,1,7,81,8,0,0,1,1,0,4,10,0,0,0,1,5,0
12,0,1,1,1,3,5,0,1,5,81,4,0,0,1,1,0,4,10,0,0,0,1,1,1
12,0,5,5,1,2,5,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
12,0,4,4,28,2,4,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,1,1,28,2,4,0,2,4,1,6,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,1,1,26,2,2,1,1,3,1,3,0,0,3,3,4,1,1,0,0,0,1,3,0
12,0,5,5,26,2,2,1,2,3,1,2,3,0,2,2,0,1,1,0,0,0,2,5,0
12,0,1,1,4,3,1,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,3,3,9,2,6,3,3,8,81,9,1,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,27,2,3,1,2,2,1,3,0,0,1,1,0,3,1,0,0,0,1,4,0
12,0,1,1,6,3,3,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,2,2,3,3,7,1,2,3,1,2,2,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,9,2,6,1,1,1,1,1,0,0,1,1,0,4,1,0,0,0,1,3,0
12,0,4,4,4,3,1,0,1,5,81,4,0,0,1,1,0,4,1,0,0,0,1,1,1
12,0,4,4,3,3,7,1,2,4,1,3,3,0,3,2,0,1,1,0,0,0,1,1,1
12,0,3,3,20,2,3,0,1,5,81,4,3,0,2,3,0,1,1,0,0,0,1,2,0
12,0,4,4,23,2,6,0,2,4,81,6,3,0,2,3,0,1,1,0,0,0,1,4,1
12,0,2,2,7,2,4,1,2,3,1,2,3,0,2,2,0,1,10,0,0,0,1,5,0
12,0,5,5,25,2,1,1,1,3,1,2,3,0,2,2,0,1,10,14,0,0,1,3,0
12,0,1,1,26,2,2,1,2,2,1,3,0,0,1,1,0,4,1,0,0,0,1,3,0
12,0,1,1,5,3,2,1,2,3,1,2,0,0,3,2,0,1,1,0,0,0,1,2,0
12,0,1,1,9,2,6,1,2,3,1,2,0,0,1,1,0,4,1,0,0,0,1,4,0
12,0,2,2,9,3,6,0,2,4,81,4,0,0,1,1,0,4,1,0,0,0,1,4,0
12,0,1,1,9,3,6,1,2,3,1,2,0,0,3,2,0,4,1,0,0,0,1,1,1
12,0,2,2,6,3,3,0,1,7,81,8,3,0,2,2,0,1,1,0,0,0,1,4,0
12,0,1,1,7,3,4,0,2,4,81,4,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,11,3,1,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,4,0
12,0,1,1,9,3,6,0,1,7,81,6,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,10,3,7,0,2,7,81,6,0,0,1,1,0,4,1,0,0,0,1,1,0
12,0,1,1,23,1,3,1,2,3,1,3,0,0,1,1,0,4,2,0,0,0,1,1,1
12,0,1,1,1,3,5,0,2,4,81,4,0,0,3,2,0,1,1,0,0,0,1,1,0
12,0,5,5,25,2,1,1,2,3,1,2,1,0,1,1,0,1,10,0,0,0,1,3,0
12,0,1,1,4,3,1,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,3,3,3,3,7,0,2,5,81,8,3,0,2,2,0,1,1,0,0,0,1,5,1
12,0,4,4,3,3,7,0,1,6,81,8,1,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,1,3,5,0,2,4,81,4,0,0,1,1,0,3,1,0,0,0,1,3,0
12,0,11,11,2,3,6,1,2,3,1,2,3,1,2,2,4,1,1,0,0,0,1,1,0
12,0,2,2,28,2,4,0,2,6,81,6,0,0,1,1,4,4,1,0,0,0,1,5,1
12,0,1,1,11,3,1,0,2,7,81,6,0,0,3,2,0,1,1,0,0,0,1,5,1
12,0,1,1,22,2,5,0,2,7,81,6,0,0,1,1,0,1,10,0,0,0,1,5,0
12,0,1,1,4,2,1,0,2,6,81,5,0,0,1,1,0,1,10,0,0,0,1,3,0
12,0,9,9,18,2,1,1,1,1,1,1,0,0,1,1,0,3,1,0,0,0,1,2,0
12,0,1,1,4,3,1,0,1,5,81,8,0,0,1,1,0,5,1,0,0,0,1,1,1
12,0,2,2,25,2,1,0,2,4,1,3,2,0,1,1,0,1,1,0,0,0,1,4,0
12,0,2,2,3,3,7,1,2,3,1,3,3,0,2,2,0,1,1,0,0,0,1,2,0
12,0,3,3,11,3,1,1,2,3,1,2,3,1,2,3,0,1,1,0,0,0,1,4,1
12,0,2,2,1,3,5,1,2,3,1,2,3,0,4,1,0,1,1,0,0,0,1,4,0
12,0,2,2,27,2,3,0,1,7,81,8,0,0,3,3,0,1,1,0,0,0,1,3,0
12,0,2,2,12,3,2,0,2,5,81,6,2,0,1,1,0,1,1,0,0,0,1,5,0
12,0,2,2,7,3,4,0,2,4,81,8,2,0,2,2,0,1,1,0,0,0,1,5,0
12,0,1,1,28,2,4,1,2,2,1,2,0,1,5,1,0,4,1,0,0,0,1,5,1
12,0,7,7,2,3,6,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,3,0
12,0,1,1,9,3,6,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,1,1,3,3,7,1,1,3,1,2,0,0,3,2,0,1,1,0,0,0,1,1,0
12,0,4,4,20,2,3,1,2,3,1,3,0,0,3,2,0,1,10,0,0,0,1,4,0
12,0,2,2,5,3,2,0,2,7,81,6,3,0,2,2,0,1,1,0,0,0,1,5,0
12,0,1,1,22,2,5,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,3,3,25,2,1,0,1,4,1,3,2,0,1,1,0,1,10,0,0,0,1,1,1
12,0,1,1,11,1,5,0,2,7,81,6,0,0,2,2,0,1,1,0,0,0,1,5,0
12,0,1,1,2,3,6,0,2,7,81,6,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,3,3,3,3,7,1,2,3,1,2,1,0,1,1,0,1,1,0,0,0,2,1,1
12,0,1,1,13,3,3,1,2,3,1,2,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,1,1,3,3,7,1,2,1,1,1,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,2,2,3,3,7,1,1,3,1,3,2,0,2,2,0,1,1,0,0,0,1,3,0
12,0,2,2,28,2,4,0,1,5,81,4,3,0,8,1,0,1,1,0,0,0,1,5,1
12,0,1,1,9,3,6,0,1,7,81,8,0,0,1,1,0,1,1,0,0,0,1,4,0
12,4,6,6,28,2,4,1,2,3,1,2,4,0,1,1,0,1,1,0,0,0,2,5,0
12,0,1,1,12,3,2,0,2,4,1,3,0,0,3,2,0,1,10,0,0,0,1,2,0
12,0,1,1,23,2,6,0,2,4,81,6,0,0,1,1,0,4,1,0,0,0,1,1,0
12,0,5,5,10,3,7,1,1,3,1,2,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,11,3,1,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,2,0
12,0,2,2,13,3,3,0,2,5,81,6,0,0,1,1,0,1,1,0,0,0,1,3,0
12,0,7,7,3,3,7,1,2,1,1,1,2,0,1,1,0,1,1,14,23,0,2,1,0
12,0,1,1,4,3,1,0,2,4,1,3,0,0,1,1,0,1,1,0,0,0,1,3,0
12,0,2,2,27,2,3,0,1,4,1,3,0,0,1,1,0,4,1,0,0,0,1,3,0
12,0,1,1,10,1,4,0,1,7,81,8,0,0,1,1,0,1,10,0,0,0,1,1,0
12,0,1,1,17,2,7,1,2,3,1,3,0,0,1,1,0,1,1,0,0,0,1,5,0
12,0,1,1,14,3,4,1,2,3,1,2,0,0,1,1,0,6,1,0,0,0,1,1,0
12,0,2,2,26,2,2,0,1,5,81,8,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,4,4,10,3,7,0,1,3,1,3,1,0,1,1,0,1,1,0,0,0,1,1,0
12,0,5,5,11,3,1,0,2,3,81,6,3,0,2,2,0,1,1,0,0,0,1,4,0
12,0,3,3,15,3,5,0,2,5,1,3,1,0,1,1,0,1,1,0,0,0,1,3,0
12,0,4,4,10,3,7,0,2,4,81,8,3,0,3,2,0,1,1,0,0,0,1,1,0
12,0,1,1,2,2,6,1,2,3,1,2,0,0,1,1,0,5,1,0,0,0,1,3,0
12,0,2,2,12,3,2,0,2,4,1,3,3,0,2,2,0,1,1,0,0,0,1,3,0
12,0,7,7,16,3,6,1,2,1,1,1,4,0,1,1,0,1,1,0,0,0,1,3,1
12,0,1,1,14,3,4,1,2,3,1,3,0,0,1,1,0,6,1,0,0,0,1,1,0
12,0,3,3,17,3,7,1,2,3,1,3,3,0,1,1,0,1,1,0,0,0,1,3,0
12,0,1,1,10,3,7,1,2,3,1,2,0,0,1,1,0,3,10,0,0,0,1,4,1
12,0,3,3,7,3,4,1,2,3,1,2,3,0,1,1,0,1,1,0,0,0,1,2,0
12,0,2,2,11,3,1,1,2,3,1,2,3,0,2,2,0,1,1,0,0,0,1,3,0
12,0,2,2,5,3,2,1,1,1,1,1,0,0,1,1,0,6,1,0,0,0,1,2,0
12,0,1,1,11,3,1,1,2,3,1,2,0,0,1,1,0,1,1,0,0,0,1,1,0
12,0,2,2,3,3,7,0,2,4,81,4,2,0,2,2,4,1,1,0,0,0,1,2,0
12,0,2,2,19,3,2,1,1,1,1,1,0,1,10,1,0,1,5,14,0,0,1,2,0
12,0,3,3,16,3,6,0,1,7,81,8,0,0,3,2,0,1,1,0,0,0,1,5,0
12,0,4,4,16,3,6,0,2,7,2,6,3,0,2,2,0,1,1,0,0,0,1,4,0
