STATE,PVH,PERNOTMVIT ,PERMVIT,PERSONS,DAY,MONTH,DAYofWEEK,NHS,Urban(1)orRural(2),FUNC_SYS,RD_OWNER,ROUTE,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,CF1,CF2,CF3,FATALS,MinutesOfDay,Drunk Driver Involved
12,0,1,1,1,23,5,4,3,3,8,81,9,0,8,0,0,1,1,0,1,4,1,0,0,0,1,370,0
12,0,0,1,1,21,4,7,3,3,8,81,9,0,42,0,0,1,1,0,4,1,1,0,0,0,1,745,0
12,0,0,4,4,10,5,5,1,2,3,1,2,0,12,1,0,3,3,0,1,1,1,0,0,0,1,714,1
12,0,0,1,1,11,5,6,0,1,5,81,4,0,42,0,0,1,1,0,6,1,10,0,0,0,1,993,0
12,0,1,2,2,16,5,4,0,1,7,81,8,0,9,0,0,1,1,0,1,2,10,0,0,0,1,1245,0
12,0,1,1,1,23,5,4,0,2,5,81,6,0,15,0,0,1,1,0,1,2,1,0,0,0,1,68,0
12,0,0,3,3,5,1,6,3,3,8,81,9,0,12,3,0,2,2,0,1,3,1,0,0,0,1,1162,0
12,0,1,2,2,6,1,7,0,1,7,1,8,0,15,0,0,1,1,0,1,5,1,0,0,0,1,1037,0
12,0,1,1,1,27,1,7,3,3,8,81,9,0,15,0,0,1,1,0,1,3,2,0,0,0,1,1271,0
12,0,0,1,1,11,4,4,1,2,2,1,3,0,24,0,0,1,1,0,4,3,1,0,0,0,1,240,1
12,0,0,1,1,11,5,6,0,1,6,1,8,0,1,0,0,1,1,0,6,2,1,0,0,0,1,1410,1
12,0,1,1,1,7,5,2,1,2,3,1,2,0,8,0,0,1,1,0,1,3,1,0,0,0,1,365,0
12,0,0,2,2,17,5,5,1,1,3,1,2,0,12,3,0,2,2,0,1,1,2,0,0,0,1,875,1
12,0,0,5,5,26,3,2,0,2,3,81,6,0,12,3,0,2,3,0,1,1,1,0,0,0,1,905,0
12,0,1,1,1,8,5,3,0,1,6,2,4,0,9,0,0,1,1,0,1,1,1,0,0,0,1,1105,0
12,0,0,3,3,13,5,1,1,1,3,1,2,0,12,3,0,2,3,0,1,1,10,0,0,0,1,774,0
12,0,1,1,1,20,5,1,1,2,3,1,2,0,8,0,0,1,1,0,1,3,10,0,0,0,1,1412,0
12,0,1,1,1,19,5,7,0,2,5,81,6,0,9,0,0,2,3,0,1,3,2,0,0,0,1,1286,0
12,0,0,4,4,29,4,1,0,2,4,81,6,0,59,0,0,3,6,0,4,3,1,0,0,0,1,1404,1
12,0,0,5,5,11,5,6,3,3,8,81,3,0,12,3,0,1,1,0,1,1,1,0,0,0,2,806,0
12,0,0,6,6,1,5,3,1,2,3,1,3,0,12,1,0,1,1,0,1,1,1,0,0,0,1,570,0
12,0,1,1,1,5,5,7,0,1,7,81,6,0,8,0,0,1,1,0,1,3,10,0,0,0,1,1270,0
12,0,0,4,4,9,5,4,3,3,8,81,3,0,12,3,0,2,2,0,1,1,1,0,0,0,1,1098,0
12,0,1,1,1,27,1,7,1,2,3,1,3,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1438,0
12,0,1,1,1,16,5,4,1,2,3,1,2,0,8,0,0,1,1,0,1,3,10,0,0,0,1,1346,0
12,0,1,1,1,23,5,4,3,3,8,81,9,0,8,0,0,1,1,0,1,1,1,0,0,0,1,1138,0
12,0,0,3,3,26,4,5,0,2,4,1,3,0,12,1,0,3,2,0,1,3,1,0,0,0,1,1415,0
12,0,1,1,1,26,5,7,3,3,8,81,4,0,8,0,0,1,1,0,1,3,10,0,0,0,1,1238,0
12,0,0,3,3,12,1,6,1,2,3,1,3,0,12,3,0,2,2,0,1,3,1,0,0,0,1,36,1
12,0,0,5,5,26,1,6,3,3,8,81,9,0,12,2,0,1,1,0,1,3,1,0,0,0,1,1290,0
12,0,0,2,2,17,5,5,1,1,1,1,1,0,24,0,0,1,1,0,3,1,10,0,0,0,1,442,0
12,0,0,2,2,27,5,1,0,2,7,2,6,0,38,0,0,1,1,0,6,1,1,0,0,0,1,1068,1
12,0,0,5,5,20,5,1,0,2,7,81,9,0,1,0,0,1,1,0,1,2,10,0,0,0,1,165,0
12,0,0,3,3,30,4,2,1,1,3,1,3,0,12,1,0,1,1,0,1,4,1,0,0,0,1,345,0
12,0,0,2,2,25,5,6,0,1,7,81,8,0,12,2,0,2,4,0,1,1,1,0,0,0,1,450,0
12,0,0,2,2,23,5,4,1,1,3,1,2,0,12,1,0,1,1,0,1,1,1,0,0,0,1,520,0
12,0,0,1,1,28,3,4,3,3,8,81,9,0,38,0,0,3,2,0,6,5,1,0,0,0,1,1103,1
12,0,0,2,2,7,5,2,0,2,4,1,3,0,12,3,0,3,3,0,1,1,1,0,0,0,1,1029,0
12,0,0,2,2,28,5,2,0,2,7,81,8,0,33,0,0,1,1,0,3,1,10,0,0,0,1,1157,0
12,0,2,2,2,23,5,4,0,2,5,81,6,0,8,0,0,2,3,0,1,1,1,0,0,0,2,703,0
12,0,0,1,1,21,5,2,1,3,8,81,1,0,24,0,0,1,1,0,3,1,2,0,0,0,1,392,0
12,0,0,1,1,14,5,2,1,2,1,1,1,0,24,0,0,1,1,0,4,1,2,0,0,0,1,560,0
12,0,0,5,5,1,5,3,1,2,3,1,3,0,12,5,0,1,1,0,1,1,1,0,0,0,1,866,0
12,0,0,2,2,22,5,3,0,2,5,81,4,0,12,2,0,1,1,0,1,2,10,0,0,0,1,1245,0
12,0,0,5,5,21,5,2,0,1,5,81,4,0,12,2,0,1,1,0,1,1,10,0,0,0,1,450,0
12,0,1,5,5,19,5,7,1,1,1,1,1,0,39,0,0,5,1,0,4,3,10,0,0,0,1,124,1
12,0,0,2,2,28,5,2,1,1,1,1,1,0,12,2,0,1,1,0,1,3,1,0,0,0,1,180,0
12,0,0,1,1,28,5,2,3,3,8,81,9,0,33,0,0,1,1,0,4,1,10,0,0,0,1,903,1
12,0,1,2,2,28,5,2,0,1,7,81,8,0,8,0,0,4,1,0,1,1,2,0,0,0,1,825,0
12,0,1,1,1,30,5,4,0,2,4,81,9,0,15,0,0,3,2,0,1,1,10,0,0,0,1,1076,0
12,0,0,3,3,18,5,6,1,1,3,1,3,0,12,2,0,1,1,0,1,2,1,0,0,0,2,25,1
12,0,1,1,1,27,5,1,0,2,4,81,4,0,9,0,0,1,1,0,1,2,10,0,0,0,1,1429,1
12,0,0,1,1,20,5,1,1,1,2,1,3,0,42,0,0,1,1,0,4,2,10,0,0,0,1,1432,1
12,0,0,2,2,22,5,3,1,2,1,1,1,0,12,1,0,1,1,4,1,2,10,0,0,0,1,1394,0
12,0,0,3,3,22,5,3,1,2,1,1,1,0,12,4,0,1,1,0,1,1,10,0,0,0,1,620,0
12,0,1,1,1,23,5,4,1,2,3,1,2,0,8,0,0,1,1,0,1,2,1,0,0,0,1,1370,0
12,0,0,1,1,26,5,7,1,1,1,1,1,0,24,0,1,5,1,0,3,1,1,0,0,0,1,905,0
12,0,0,2,2,27,5,1,3,3,8,81,9,0,39,0,0,1,1,0,4,1,10,0,0,0,1,931,0
12,0,0,4,4,26,5,7,1,2,3,1,2,0,12,3,0,1,1,0,1,1,2,0,0,0,1,670,0
12,0,0,2,2,16,5,4,3,3,8,81,9,0,12,3,0,2,2,0,1,3,10,0,0,0,1,1366,0
12,2,3,3,5,28,5,2,0,2,7,81,6,0,14,0,0,1,1,0,6,1,10,0,0,0,1,1087,0
12,1,0,1,1,22,5,3,1,2,1,1,1,0,14,0,0,1,1,0,2,1,10,0,0,0,1,650,0
12,1,1,1,2,27,5,1,1,3,8,81,1,0,14,0,0,1,1,0,6,3,2,0,0,0,1,134,1
12,0,0,3,3,20,5,1,0,1,6,81,4,0,12,3,0,4,1,0,1,1,1,0,0,0,1,625,0
12,0,1,2,2,5,5,7,1,2,3,1,3,0,8,0,0,1,1,0,1,3,1,0,0,0,1,42,0
12,0,0,2,2,24,5,5,1,2,3,1,2,0,12,2,0,1,1,0,1,5,10,0,0,0,1,1080,0
12,0,0,2,2,26,5,7,0,1,4,1,3,0,34,0,0,1,1,0,4,1,10,0,0,0,1,805,0
12,0,0,2,2,14,5,2,0,2,5,81,8,0,12,2,0,2,2,0,1,1,10,0,0,0,1,605,0
12,0,0,2,2,16,5,4,3,3,8,81,9,0,42,0,0,1,1,0,6,1,1,0,0,0,1,853,0
12,0,1,1,1,18,5,6,1,2,4,1,3,0,9,0,0,3,2,0,1,3,1,0,0,0,1,1305,0
12,0,0,8,8,20,5,1,3,3,8,81,3,0,12,1,0,1,1,0,1,1,10,0,0,0,1,830,0
12,0,1,1,1,22,5,3,3,3,8,81,9,0,9,0,0,2,3,0,1,1,1,0,0,0,1,1065,0
12,0,1,1,1,28,5,2,3,3,8,81,4,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1399,0
12,0,1,1,1,19,1,6,3,3,8,81,4,0,8,0,0,3,2,0,1,1,1,0,0,0,1,453,0
12,0,0,1,1,27,5,1,3,3,8,81,3,0,33,0,0,3,2,0,4,3,2,0,0,0,1,300,0
12,0,1,1,1,23,5,4,1,2,3,1,2,0,9,0,0,3,2,0,1,5,1,0,0,0,1,1218,0
12,0,1,1,1,4,5,6,3,3,8,81,9,0,8,0,0,1,1,0,1,2,1,0,0,0,1,1329,0
12,0,1,2,2,20,5,1,1,2,1,1,1,0,8,0,0,1,1,0,1,2,10,0,0,0,1,139,0
12,0,0,3,3,31,5,5,3,3,8,81,3,0,12,3,0,1,1,0,1,1,2,0,0,0,1,625,0
12,0,0,1,1,31,5,5,0,2,4,81,6,0,30,0,0,1,1,0,4,1,10,0,0,0,1,519,0
12,0,1,1,1,3,6,1,0,2,4,81,6,0,8,0,0,1,1,0,1,1,1,0,0,0,1,670,0
12,0,0,1,1,4,1,5,3,3,8,81,2,0,32,0,0,1,1,0,6,1,1,0,0,0,1,958,0
12,0,1,4,4,18,3,1,3,3,8,81,2,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1260,0
12,0,0,3,3,28,5,2,1,1,1,1,1,0,42,0,0,5,1,0,4,3,2,0,0,0,1,1345,0
12,0,0,1,1,26,5,7,0,1,5,81,4,1,1,0,0,1,1,0,4,1,10,0,0,0,1,480,1
12,0,0,5,5,26,5,7,3,3,8,81,2,0,12,3,0,2,3,0,1,2,2,0,0,0,1,1221,0
12,0,0,3,3,13,5,1,0,1,4,1,3,0,12,3,0,2,3,0,1,5,1,0,0,0,1,1149,1
12,0,0,1,1,29,5,3,1,1,1,1,1,0,32,0,0,5,1,0,6,1,10,0,0,0,1,620,0
12,0,0,3,3,4,6,2,1,2,3,1,2,0,12,3,0,8,1,0,1,3,1,0,0,0,1,45,0
12,0,0,3,3,4,3,1,3,3,8,81,3,0,12,3,0,2,2,0,1,3,1,0,0,0,1,1140,0
12,0,0,2,2,22,5,3,0,2,5,81,6,0,31,0,0,1,1,0,6,2,10,0,0,0,1,1345,1
12,0,0,2,2,26,5,7,1,2,3,1,3,0,34,0,0,1,1,0,4,2,1,0,0,0,1,190,1
12,0,1,1,1,30,5,4,1,2,3,1,3,0,8,0,0,3,2,0,1,3,10,0,0,0,1,1398,0
12,0,1,1,1,5,6,3,1,2,3,1,2,0,9,0,0,3,2,0,1,3,1,0,0,0,1,179,0
12,0,1,1,1,4,5,6,0,2,4,1,3,0,8,0,0,3,2,0,1,1,1,0,0,0,1,914,0
12,0,0,2,2,17,5,5,3,3,8,81,9,0,12,2,0,1,1,0,1,2,10,0,0,0,1,105,1
12,0,0,2,2,19,5,7,0,2,4,81,4,0,12,3,0,2,2,0,1,3,1,0,0,0,1,140,0
12,0,0,1,1,1,6,6,1,1,3,1,2,0,38,0,0,1,1,0,6,2,10,0,0,0,1,1285,1
12,0,1,2,2,31,5,5,0,2,4,81,4,0,8,0,0,1,1,0,4,1,1,0,0,0,1,1130,0
12,0,1,1,1,29,5,3,3,3,8,81,3,0,15,0,0,1,1,0,1,2,10,0,0,0,1,1294,0
12,0,0,4,4,22,5,3,0,1,7,81,6,0,12,3,0,2,2,0,1,1,10,0,0,0,2,878,0
12,0,1,1,1,13,3,3,0,1,4,81,4,0,9,0,0,1,1,0,1,3,1,0,0,0,1,1229,0
12,0,0,4,4,20,5,1,0,1,6,81,8,0,12,2,0,1,1,0,1,2,10,0,0,0,1,1410,1
12,0,0,1,1,4,6,2,0,1,4,1,3,0,18,0,0,1,1,0,6,2,1,0,0,0,1,1362,0
12,0,0,2,2,28,5,2,3,3,8,81,9,0,12,3,0,2,2,0,1,1,10,0,0,0,1,641,0
12,0,0,1,1,2,6,7,0,1,7,81,6,0,30,0,0,1,1,0,4,1,1,0,0,0,1,855,0
12,0,0,3,3,26,5,7,0,1,5,2,4,0,12,2,0,1,1,0,1,2,2,0,0,0,1,1246,1
12,0,0,2,2,23,4,2,1,2,3,1,2,0,10,0,0,1,1,0,4,2,1,0,0,0,2,1425,1
12,0,0,4,4,5,6,3,1,1,1,1,1,0,42,0,0,1,1,0,3,1,10,0,0,0,1,985,0
12,0,1,1,1,27,5,1,1,2,3,1,3,0,15,0,0,1,1,0,1,3,2,0,0,0,1,1193,0
12,0,0,1,1,30,5,4,0,1,7,81,8,0,35,0,0,1,1,0,4,1,1,0,0,0,1,1120,1
12,0,0,1,1,30,5,4,1,1,1,1,1,0,1,0,0,1,1,0,3,1,10,0,0,0,1,835,0
12,1,1,1,2,4,6,2,1,1,1,1,1,0,14,0,0,1,1,0,4,1,1,0,0,0,1,693,0
12,0,0,1,1,10,2,7,3,3,8,81,9,0,19,0,0,1,1,0,4,1,1,0,0,0,1,854,0
12,0,1,1,1,6,6,4,1,2,3,1,2,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1358,0
12,0,0,2,2,15,4,1,3,3,8,81,9,0,42,0,0,1,1,0,3,3,10,0,0,0,1,237,0
12,0,0,1,1,5,6,3,3,3,8,81,9,0,3,0,0,3,3,0,5,1,10,0,0,0,1,720,0
12,0,0,1,1,2,6,7,1,2,1,1,3,0,53,0,0,1,1,0,4,3,1,0,0,0,1,1262,1
12,0,0,6,6,18,1,5,3,3,8,81,9,0,12,3,0,1,1,0,1,1,1,0,0,0,2,395,0
12,0,1,1,1,1,6,6,1,2,3,1,2,0,8,0,0,1,1,0,1,2,1,0,0,0,1,45,0
12,0,0,2,2,7,6,5,1,2,3,1,2,0,12,3,0,2,2,0,1,3,1,0,0,0,1,320,0
12,0,0,5,5,7,6,5,3,3,8,81,9,0,12,3,0,1,1,0,1,1,1,0,0,0,1,1090,0
12,0,0,1,1,7,6,5,0,2,4,4,6,0,33,0,0,1,1,0,4,1,1,0,0,0,1,691,0
12,0,1,3,3,30,5,4,0,2,7,81,6,0,9,0,0,2,2,0,1,1,10,0,0,0,1,893,0
12,0,0,3,3,9,6,7,0,2,4,81,4,0,12,3,0,1,1,0,1,1,1,0,0,0,1,608,1
12,0,1,1,1,8,6,6,3,3,8,81,9,0,9,0,0,3,2,0,1,1,1,0,0,0,1,520,0
12,0,1,1,1,4,6,2,0,2,5,81,6,0,8,0,0,2,2,0,1,2,10,0,0,0,1,336,0
12,0,0,1,1,18,5,6,1,2,1,1,1,0,1,0,0,5,1,0,4,3,10,0,0,0,1,191,1
12,0,0,1,1,7,6,5,1,1,3,1,3,0,24,0,0,1,1,4,4,5,1,0,0,0,1,1180,1
12,0,0,2,2,2,6,7,1,2,3,1,2,0,12,2,0,2,2,0,1,1,1,0,0,0,1,549,0
12,0,0,1,1,6,6,4,1,1,1,1,1,0,38,0,0,1,1,0,5,1,1,0,0,0,1,915,0
12,0,0,5,5,4,6,2,0,1,5,81,4,0,12,3,0,2,3,0,1,3,1,0,0,0,1,1249,1
12,0,1,4,4,23,5,4,0,2,4,1,2,0,12,3,0,2,2,0,1,3,10,0,0,0,1,1279,0
12,0,0,5,5,2,1,3,1,2,2,1,3,0,24,0,0,1,1,0,4,3,1,0,0,0,1,102,0
12,0,0,2,2,21,1,1,0,1,7,81,8,0,42,0,0,1,1,0,4,1,1,0,0,0,1,903,0
12,0,0,3,3,28,1,1,0,2,4,81,6,0,12,1,0,3,2,0,1,3,1,0,0,0,1,70,1
12,0,1,2,2,4,2,1,3,3,8,81,9,0,8,0,0,1,1,0,1,2,1,0,0,0,1,1192,0
12,0,1,1,1,9,1,3,3,3,8,81,9,0,9,0,0,1,1,0,1,4,10,0,0,0,1,398,0
12,0,1,1,1,4,4,4,0,2,4,1,6,0,8,0,0,1,1,0,1,3,1,0,0,0,1,7,1
12,0,0,3,3,23,5,4,0,2,4,81,4,0,12,3,0,2,2,0,1,1,1,0,0,0,1,1148,0
12,0,0,3,3,21,1,1,1,1,1,1,1,0,12,1,0,1,1,0,1,1,1,0,0,0,1,713,0
12,0,0,2,2,10,6,1,1,2,3,1,2,0,12,3,0,1,1,0,1,1,1,0,0,0,1,786,0
12,0,0,3,3,10,6,1,1,2,3,1,3,0,12,1,0,3,2,0,1,1,10,0,0,0,1,587,0
12,0,3,1,1,6,6,4,3,3,8,81,9,0,8,0,0,1,1,0,1,3,1,0,0,0,2,1233,0
12,0,0,1,1,26,4,5,3,3,8,81,9,0,40,0,0,1,1,0,4,3,1,0,0,0,1,150,1
12,0,1,1,1,26,4,5,3,3,8,81,2,0,8,0,0,1,1,0,1,3,1,0,0,0,1,329,0
12,0,0,5,5,7,6,5,1,1,3,1,3,0,12,3,1,2,3,0,1,1,1,0,0,0,1,408,0
12,0,0,1,1,2,6,7,1,2,2,1,3,0,24,0,0,1,1,0,3,1,1,0,0,0,1,1140,1
12,0,0,4,4,7,6,5,3,3,8,81,4,0,12,3,0,3,3,0,1,1,1,0,0,0,1,968,0
12,0,0,2,2,11,6,2,1,2,3,1,2,0,12,3,0,2,3,0,1,4,1,0,0,0,1,435,0
12,0,0,4,4,4,6,2,1,2,3,1,2,0,12,3,0,2,2,0,1,3,1,0,0,0,1,127,0
12,0,0,2,2,6,6,4,3,3,8,81,2,0,12,1,0,3,2,0,1,3,1,0,0,0,1,102,1
12,0,1,2,2,12,6,3,1,2,3,1,3,0,8,0,0,1,1,0,1,3,2,0,0,0,1,1307,0
12,0,1,1,1,13,6,4,3,3,8,81,2,0,8,0,0,3,3,0,1,3,10,0,0,0,1,1341,1
12,0,0,2,2,11,6,2,0,2,7,81,6,0,12,3,0,2,2,0,1,1,1,0,0,0,1,1025,0
12,0,0,2,2,10,6,1,3,3,8,81,4,0,12,3,0,2,2,0,1,5,2,0,0,0,1,1217,1
12,0,0,2,2,17,3,7,3,3,8,81,2,0,1,0,0,1,1,0,1,3,1,0,0,0,1,1160,0
12,0,0,1,1,4,4,4,3,3,8,81,3,0,42,0,1,12,1,0,4,1,1,0,0,0,1,890,0
12,0,1,1,1,12,4,5,0,2,3,1,2,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1181,0
12,0,0,1,1,18,4,4,0,2,5,81,4,0,1,0,0,1,1,0,1,1,1,0,0,0,1,830,0
12,0,0,2,2,18,4,4,3,3,8,81,9,0,12,3,0,2,3,0,1,3,1,0,0,0,1,1396,0
12,0,0,7,7,15,4,1,3,3,8,81,9,0,31,0,0,1,1,0,4,2,1,0,0,0,2,177,0
12,0,0,2,2,13,4,6,0,1,7,81,9,0,1,0,0,1,1,0,1,1,1,0,0,0,1,982,0
12,0,1,0,0,2,5,4,3,3,8,81,9,0,8,0,0,1,1,0,1,1,1,0,0,0,1,570,0
12,0,1,1,1,28,4,7,3,3,8,81,9,0,8,0,0,3,2,0,1,1,1,0,0,0,1,985,0
12,0,1,1,1,30,4,2,3,3,8,81,9,0,8,0,0,1,1,0,1,2,1,0,0,0,1,1248,0
12,0,0,2,2,25,4,4,1,2,3,1,2,0,12,1,0,3,2,0,1,3,1,0,0,0,1,1306,1
12,0,0,2,2,28,4,7,0,1,4,81,4,0,12,5,0,1,1,0,1,1,1,0,0,0,1,1040,0
12,0,1,3,3,1,5,3,3,3,8,81,3,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1260,0
12,0,0,3,3,3,5,5,3,3,8,81,3,0,12,5,0,1,1,0,1,1,1,0,0,0,1,1085,1
12,0,0,1,1,12,5,7,3,3,8,81,9,0,1,0,0,3,2,0,1,5,1,0,0,0,1,1203,0
12,0,0,2,2,10,5,5,0,2,4,4,6,0,1,0,1,2,2,0,1,1,1,0,0,0,1,1020,0
12,0,0,2,2,12,5,7,3,3,8,81,3,0,12,1,0,3,3,0,1,3,10,0,0,0,1,97,1
12,0,0,3,3,20,5,1,3,3,8,81,2,0,12,3,0,2,3,0,1,3,2,0,0,0,1,1426,0
12,0,0,1,1,26,5,7,3,3,8,81,9,0,31,0,0,1,1,0,4,1,2,0,0,0,1,672,0
12,0,1,1,1,23,5,4,3,3,8,81,4,0,8,0,0,1,1,0,1,2,1,0,0,0,1,325,0
12,0,0,2,2,29,5,3,3,3,8,81,9,0,12,1,0,2,3,0,1,1,1,0,0,0,1,1080,0
12,0,0,5,5,4,6,2,3,3,8,81,2,0,12,3,1,2,2,0,1,3,1,0,0,0,1,187,0
12,0,0,8,8,11,6,2,3,3,8,81,3,0,12,3,0,2,2,0,1,1,1,0,0,0,2,893,1
12,0,1,1,1,28,3,4,3,3,8,81,3,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1235,0
12,0,0,2,2,13,6,4,3,3,8,81,2,0,12,3,0,8,1,0,1,1,10,0,0,0,1,978,0
12,0,0,1,1,13,6,4,1,3,8,81,1,0,42,0,0,1,1,0,4,1,1,0,0,0,1,390,0
12,0,0,1,1,11,6,2,1,3,8,81,1,0,42,0,0,1,1,0,4,1,10,0,0,0,1,717,0
12,0,1,1,1,13,6,4,1,1,3,1,3,0,8,0,0,1,1,0,1,2,1,0,0,0,1,211,0
12,0,0,2,2,6,6,4,3,3,8,81,3,0,12,3,0,2,3,0,1,2,1,0,0,0,1,1155,0
12,0,0,2,2,1,6,6,3,3,8,81,3,0,5,0,0,1,1,0,1,3,1,0,0,0,1,1410,0
12,0,1,2,2,8,6,6,1,1,1,1,1,0,8,0,1,11,1,4,1,3,1,0,0,0,1,1281,0
12,0,0,2,2,11,6,2,3,3,8,81,2,0,1,0,0,1,1,0,1,2,1,0,0,0,1,1273,1
12,0,1,2,2,25,5,6,3,3,8,81,2,0,8,0,0,3,3,0,1,3,1,0,0,0,1,350,0
12,0,1,1,1,10,6,1,3,3,8,81,2,0,8,0,0,1,1,0,1,2,10,0,0,0,1,1358,0
12,0,0,5,5,3,6,1,3,3,8,81,2,0,12,2,0,1,1,0,1,1,1,0,0,0,1,480,1
12,0,0,2,2,3,6,1,1,3,8,81,1,0,12,1,1,11,1,0,1,1,1,0,0,0,1,435,0
12,0,0,3,3,13,6,4,1,3,8,81,1,0,12,1,0,1,1,0,1,2,1,0,0,0,1,284,0
12,0,1,1,1,10,6,1,3,3,8,81,3,0,8,0,0,1,1,0,1,2,10,0,0,0,1,146,0
12,0,1,1,1,27,5,1,3,3,8,81,4,0,9,0,0,1,1,0,1,2,2,0,0,0,1,343,0
12,0,0,3,3,14,6,5,1,2,3,1,3,0,12,3,1,2,2,0,1,3,1,0,0,0,1,140,0
12,0,0,2,2,6,6,4,0,2,4,81,8,0,12,3,0,2,3,0,1,1,1,0,0,0,1,1126,0
12,0,0,6,6,28,5,2,3,3,8,81,2,0,1,0,0,1,1,0,1,2,1,0,0,0,1,1332,1
12,0,1,1,1,16,6,7,3,3,8,81,3,0,8,0,0,1,1,0,1,2,2,0,0,0,1,1282,0
12,0,0,5,5,17,6,1,3,3,8,81,9,0,1,0,0,1,1,0,4,1,1,0,0,0,1,1103,0
12,0,1,1,1,10,6,1,3,3,8,81,9,0,8,0,0,1,1,0,1,3,1,0,0,0,1,1282,0
12,0,0,2,2,16,6,7,3,3,8,81,3,0,12,2,0,1,1,0,1,4,1,0,0,0,1,315,0
12,0,0,4,4,17,6,1,1,2,3,1,2,0,12,3,0,2,2,0,1,1,10,0,0,0,1,640,0
12,0,0,2,2,9,6,7,3,3,8,81,9,0,24,0,0,1,1,0,4,3,1,0,0,0,1,1416,1
12,0,1,1,1,30,3,6,3,3,8,81,4,0,8,0,0,1,1,0,1,2,1,0,0,0,1,410,0
12,0,0,2,2,18,6,2,3,3,8,81,4,0,12,3,0,2,2,0,1,1,1,0,0,0,1,780,0
12,0,0,2,2,16,6,7,3,3,8,81,2,0,33,0,0,1,1,0,3,1,1,0,0,0,2,735,0
12,0,0,5,5,18,6,2,3,3,8,81,9,0,12,3,0,2,2,0,1,1,10,0,0,0,1,1143,0
12,0,1,1,1,10,6,1,3,3,8,81,9,0,8,0,0,9,1,0,1,3,1,0,0,0,1,1335,0
12,0,0,1,1,13,6,4,3,3,8,81,4,0,1,0,0,1,1,0,1,1,1,0,0,0,1,424,0
12,0,0,1,1,3,6,1,1,2,1,1,1,0,24,0,1,12,1,0,4,3,1,0,0,0,1,245,1
12,0,0,1,1,3,6,1,3,3,8,81,4,0,42,0,0,1,1,0,4,2,10,0,0,0,1,165,1
12,0,0,4,4,12,6,3,1,3,8,81,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,585,0
12,0,0,2,2,15,6,6,3,3,8,81,3,0,12,3,0,2,2,0,1,1,1,0,0,0,1,1022,0
12,0,1,1,1,16,6,7,3,3,8,81,9,0,8,0,0,3,2,0,1,3,1,0,0,0,1,215,0
12,0,0,1,1,14,6,5,3,3,8,81,9,0,1,0,0,2,2,0,1,1,2,0,0,0,1,913,0
12,0,0,1,1,12,6,3,0,1,4,1,3,0,42,0,0,1,1,0,6,1,2,0,0,0,1,800,0
12,0,0,3,3,16,6,7,0,2,4,81,4,0,32,0,0,1,1,0,4,1,10,0,0,0,1,917,0
12,0,0,2,2,16,6,7,0,1,5,81,4,0,12,2,0,1,1,0,1,2,1,0,0,0,2,1410,1
12,0,1,2,2,10,6,1,1,2,3,1,2,0,8,0,0,2,3,0,1,2,1,0,0,0,1,3,0
12,0,0,2,2,15,6,6,1,2,3,1,2,0,10,0,0,6,1,0,1,2,1,0,0,0,2,188,1
12,0,0,2,2,18,6,2,0,2,5,81,8,0,39,0,0,1,1,0,6,1,1,0,0,0,1,480,0
12,0,0,5,5,19,6,3,3,3,8,81,3,0,12,2,0,3,3,0,1,1,1,0,0,0,1,868,0
12,0,0,3,3,15,6,6,1,2,3,1,3,0,12,1,0,1,1,0,1,1,1,0,0,0,1,481,0
12,0,0,2,2,20,6,4,0,1,4,81,4,0,12,3,0,8,1,0,1,4,1,0,0,0,1,392,0
12,0,0,3,3,1,6,6,3,3,8,81,3,0,12,3,0,2,2,0,1,1,1,0,0,0,1,720,0
12,0,0,3,3,12,5,7,3,3,8,81,9,0,12,3,0,2,2,0,1,1,1,0,0,0,1,825,0
12,0,0,1,1,16,6,7,0,1,7,81,8,0,42,0,0,1,1,0,4,3,10,0,0,0,1,195,1
12,0,1,1,1,23,6,7,3,3,8,81,9,0,9,0,0,1,1,0,4,1,1,0,0,0,1,448,0
12,0,0,2,2,18,3,1,1,2,2,1,3,0,12,3,0,1,1,0,1,5,1,0,0,0,1,1160,0
12,0,0,4,4,26,5,7,0,2,4,81,6,0,12,1,0,3,2,0,1,3,1,0,0,0,1,156,1
12,0,0,8,8,27,5,1,1,2,3,1,2,0,12,3,0,2,2,0,1,1,10,0,0,0,1,533,0
12,0,0,1,1,8,6,6,1,2,2,1,3,0,21,0,0,1,1,0,3,1,10,0,0,0,1,630,0
12,0,0,1,1,11,6,2,0,1,7,81,8,0,3,0,0,1,1,0,4,1,10,0,0,0,1,431,1
12,0,1,1,1,18,6,2,3,3,8,81,2,0,8,0,0,1,1,0,1,5,1,0,0,0,1,1245,0
12,0,0,6,6,11,6,2,0,2,4,81,6,0,12,3,0,2,2,0,1,1,1,0,0,0,1,893,0
